customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2068-HNVL,Male,1,Yes,Yes,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,83.0,4266.11,No
2412-TIOY,Male,1,No,No,39,No,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,No,Mailed check,86.31,4450.97,No
6177-SBMX,Male,0,Yes,Yes,53,Yes,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),87.2,3816.34,No
4768-YYIM,Female,1,Yes,Yes,61,No,No,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,108.39,680.03,No
0312-VBBI,Female,1,No,Yes,40,No,No,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,96.74,2076.14,Yes
5817-EZIG,Female,0,No,Yes,17,No,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),93.81,6690.1,Yes
9787-GMXQ,Female,1,Yes,No,50,No,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Electronic check,44.52,2782.65,Yes
8410-QUUQ,Male,0,No,No,53,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,42.27,4537.12,No
7740-IIKE,Female,0,Yes,Yes,60,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,24.06,3907.53,No
7189-UPRS,Male,1,Yes,Yes,55,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.85,6458.43,No
3502-AENK,Female,0,No,No,11,No,No,No,No internet service,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),53.84,2885.72,Yes
4773-HYIN,Female,1,No,Yes,29,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),68.89,7199.21,No
5863-BRRB,Male,0,Yes,Yes,15,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,26.86,5413.86,Yes
6843-TJMV,Female,1,No,Yes,69,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),86.44,1310.04,Yes
2485-KQTR,Female,1,No,No,43,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,82.33,2475.61,Yes
3490-JXTF,Male,1,No,Yes,27,No,No,No,Yes,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),29.64,5127.68,Yes
0485-IXIF,Female,1,No,No,48,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.17,7785.33,Yes
4399-TMRQ,Female,1,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,102.2,7892.25,No
4190-QUBF,Female,1,No,No,18,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,90.39,5276.05,Yes
6336-GESY,Male,1,Yes,No,71,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),31.57,6754.69,Yes
6224-KTQM,Female,1,No,No,55,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),103.18,6261.98,Yes
4214-IQYQ,Female,1,Yes,Yes,50,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,51.94,4469.45,No
8106-URDE,Male,1,Yes,No,35,No,Yes,No,No,No internet service,No internet service,No,No,No,One year,Yes,Electronic check,25.37,1184.43,Yes
7857-JTFW,Male,0,Yes,Yes,38,No,No phone service,No,Yes,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer (automatic),58.76,6306.24,Yes
5065-DQLS,Male,1,Yes,Yes,29,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),109.28,7826.11,No
7060-VZEN,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,71.82,8148.47,No
7627-FVKR,Male,0,No,Yes,42,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,No,Bank transfer (automatic),95.37,7336.98,No
5319-KTYE,Male,0,No,Yes,26,No,Yes,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,57.16,1451.29,Yes
6550-AMOU,Female,1,No,Yes,32,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.91,8397.76,No
6026-XVEQ,Male,0,No,Yes,45,No,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,29.07,983.54,No
7450-ZDUT,Female,0,No,No,0,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),61.41,147.62,No
0366-MGCO,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),34.65,6017.85,No
4702-APOM,Female,1,No,No,48,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,113.45,5481.9,No
8729-GFBO,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Electronic check,116.05,2452.81,No
4388-BJFP,Male,1,No,Yes,29,Yes,No,No,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,94.86,4702.1,No
8330-MNMZ,Female,1,No,Yes,8,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),58.96,1044.59,Yes
0564-LCJY,Female,0,Yes,Yes,36,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,69.37,2739.84,No
4399-NXOH,Male,1,No,Yes,34,No,Yes,No,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),76.7,667.41,Yes
7563-MNGD,Female,0,No,No,35,Yes,Yes,No,No,Yes,No internet service,No,No,No,One year,No,Electronic check,81.81,2930.01,Yes
7412-TMWQ,Male,0,Yes,No,1,No,No,DSL,No,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),60.46,6103.67,No
6784-EJYB,Female,1,No,Yes,65,No,No phone service,No,No,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,62.59,2503.42,Yes
6841-QORZ,Male,0,No,No,12,No,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,84.24,2165.27,No
8669-IQNP,Male,0,No,No,42,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),70.17,3383.7,No
7765-OXVH,Male,1,Yes,No,12,No,Yes,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.54,8475.24,No
8186-PMLU,Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,40.63,4717.33,Yes
9408-UJGD,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),25.07,74.11,Yes
0119-TYYH,Male,1,No,Yes,51,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,25.07,4905.93,Yes
2917-CSCV,Female,0,Yes,No,62,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),116.52,4312.49,Yes
8846-BHHI,Female,0,Yes,Yes,30,No,Yes,No,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),94.64,6601.41,Yes
7773-IIFT,Female,0,Yes,Yes,17,No,No phone service,DSL,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,71.26,2716.81,Yes
1735-BFRD,Male,1,Yes,No,48,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,73.16,5551.05,Yes
1783-NUOQ,Female,1,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,72.18,8661.97,No
4036-JXBV,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),39.55,2602.19,No
4877-MZFI,Male,1,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,One year,No,Mailed check,40.89,2703.96,Yes
7381-KIKR,Female,1,Yes,No,2,No,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,38.09,3115.62,Yes
7275-HJMQ,Male,1,No,No,37,No,No,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Electronic check,88.02,2247.46,No
4574-ZQFM,Female,1,Yes,Yes,41,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),63.1,7796.62,No
5545-JNDB,Male,1,No,No,56,No,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,89.52,5583.67,No
7092-ECZC,Male,1,No,No,53,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),111.0,4945.35,No
9658-KDYR,Male,0,No,Yes,26,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,49.45,1450.36,Yes
4308-JVUF,Male,1,No,Yes,44,No,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.49,1942.28,No
0967-UCCV,Male,0,No,Yes,24,No,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),47.72,2778.64,No
3063-ISBC,Female,0,No,Yes,64,No,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.73,1051.0,No
9424-GUEI,Female,0,No,Yes,1,Yes,No phone service,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),85.44,788.81,No
6530-HRSH,Male,0,Yes,No,69,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,36.47,8526.97,No
4048-YWLE,Male,0,Yes,Yes,58,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Mailed check,93.75,3968.86,No
3628-UJTM,Female,1,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Bank transfer (automatic),89.56,4036.86,Yes
0672-JQUX,Female,1,Yes,Yes,21,No,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.92,6294.76,Yes
8112-FJDJ,Female,0,No,No,31,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,One year,No,Electronic check,52.17,1326.56,Yes
5303-BDWR,Female,0,No,No,31,Yes,No,No,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),87.94,66.41,No
5289-VMGL,Female,0,No,Yes,0,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),85.94,6232.21,No
7363-CURQ,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,108.77,2335.65,Yes
8395-CEIQ,Male,0,No,No,61,Yes,No,No,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),88.9,3060.92,No
8077-DWKA,Male,1,Yes,Yes,35,No,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.66,4138.92,Yes
8007-JDUW,Female,0,Yes,No,45,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),37.86,5622.42,No
4863-DVZG,Female,1,Yes,Yes,48,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,116.84,3704.04,Yes
3635-YXDW,Female,0,No,No,49,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,No,Electronic check,44.24,6120.14,No
9051-WYSL,Female,1,No,No,5,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,117.28,5511.4,No
6499-MWSP,Male,1,No,No,62,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,23.41,1338.07,Yes
7194-ZFBU,Male,0,No,Yes,10,Yes,No,DSL,No,No,Yes,No,No,No internet service,One year,No,Credit card (automatic),56.42,4210.76,Yes
0388-FVUA,Female,1,Yes,No,8,No,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),91.18,6887.72,Yes
1467-EQIJ,Male,1,No,No,37,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,44.55,7013.4,No
3895-EEEN,Female,0,No,Yes,51,No,No,No,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),74.83,407.86,Yes
3146-GMWK,Male,1,Yes,No,33,No,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,One year,No,Mailed check,107.31,1205.34,No
2539-VLNL,Female,0,Yes,Yes,72,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,47.89,5666.89,No
4993-UJIU,Female,0,Yes,Yes,4,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,76.35,5397.45,Yes
3825-TKLD,Female,0,Yes,No,25,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.83,4441.75,Yes
5276-OWCJ,Female,1,No,No,5,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),101.11,6352.87,No
0977-QVUJ,Female,0,Yes,No,39,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,34.69,867.22,Yes
0909-FXBI,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Two year,No,Electronic check,88.03,7425.55,Yes
7881-GJCQ,Male,0,Yes,No,8,Yes,No phone service,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,100.59,742.31,No
2948-VYDU,Female,1,Yes,Yes,69,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),28.37,2193.25,Yes
0247-HMMI,Female,0,Yes,Yes,59,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,91.74,4745.48,No
4854-LJIJ,Female,1,No,Yes,36,Yes,Yes,DSL,No,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,71.07,2568.84,Yes
9196-QUDF,Male,1,No,No,25,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Mailed check,63.17,6830.26,No
9593-OGAS,Female,0,Yes,No,29,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.6,6762.33,No
8653-TVOL,Female,0,Yes,No,54,No,No,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One year,No,Mailed check,68.58,7907.11,No
0118-LSAT,Female,0,No,Yes,38,No,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,68.26,6619.52,Yes
6973-NPCQ,Female,0,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),109.54,8291.7,No
2387-ANZK,Male,0,Yes,No,49,Yes,No phone service,No,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),94.95,3781.65,Yes
7769-KKKR,Male,0,No,No,6,No,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,20.2,814.22,No
3611-OBML,Female,0,No,No,54,No,No,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),26.71,156.0,Yes
3451-BTHC,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),27.57,7781.66,No
5787-LFRD,Male,1,Yes,No,63,No,Yes,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,27.65,4183.85,No
8455-WSTD,Female,0,No,No,32,No,No phone service,No,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,42.04,969.13,Yes
7084-HFMM,Male,1,No,No,22,No,No phone service,No,No,No internet service,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),21.17,2776.8,Yes
9855-QVFK,Female,0,No,No,34,No,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,41.19,5693.19,No
8526-XKAI,Female,0,Yes,No,71,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),117.69,1953.11,No
2681-UGIM,Male,1,Yes,Yes,14,No,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),23.82,5999.74,No
7427-WXCR,Male,1,No,Yes,46,No,Yes,No,Yes,No,No,No,No internet service,Yes,One year,Yes,Electronic check,117.29,4502.9,Yes
1380-NXDV,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,100.6,1995.42,No
9188-HCNV,Female,1,No,No,20,No,No phone service,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),93.62,7017.07,No
9727-OHIW,Female,1,No,Yes,49,No,No,No,Yes,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),54.21,6265.65,No
6034-ETPU,Male,0,Yes,No,2,No,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),85.49,2276.25,No
4268-OAJV,Female,0,Yes,Yes,51,No,Yes,No,Yes,No internet service,No,Yes,No,No,One year,No,Mailed check,73.52,8492.02,No
5483-HHSJ,Male,0,No,Yes,20,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),63.56,7415.23,Yes
3385-PROV,Female,1,No,No,9,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,96.99,6718.39,No
0084-HXQE,Male,0,No,No,13,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,85.51,3415.92,Yes
6686-UPGE,Male,0,No,No,20,No,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),80.95,2674.48,No
5722-HPKZ,Female,1,Yes,No,25,No,No phone service,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),56.78,7192.6,No
8992-GPZX,Male,0,Yes,No,24,No,No,DSL,Yes,No,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),62.2,3580.53,No
6248-YGNY,Female,1,No,Yes,69,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.73,2910.71,Yes
2948-KGAA,Male,0,No,No,10,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,79.58,7914.08,No
6435-ZHMW,Male,0,Yes,No,28,No,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,110.07,3799.39,No
3316-MUNT,Female,0,Yes,Yes,27,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.62,3781.51,Yes
0051-OAXN,Female,0,Yes,Yes,69,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),56.74,5710.85,Yes
6203-PVSW,Female,1,No,No,61,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,109.16,4912.22,Yes
5993-FILT,Male,1,No,Yes,47,No,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),107.49,3347.74,No
6430-LKET,Female,1,Yes,No,64,No,Yes,DSL,Yes,No,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),79.7,5862.13,No
5252-CCPB,Male,1,Yes,No,8,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,57.13,1263.2,No
2953-KVRH,Male,1,Yes,Yes,63,Yes,No,No,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),76.29,319.18,No
8372-DJKA,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,117.34,4132.39,Yes
1269-IGNX,Female,0,Yes,Yes,7,No,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.43,6246.16,No
7253-PQXA,Male,0,Yes,No,18,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,68.98,1011.83,Yes
6477-MGPR,Male,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),42.17,5179.88,No
1616-XWUY,Male,0,Yes,Yes,69,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,76.64,6417.85,No
5409-EUTG,Male,0,No,Yes,60,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,98.03,6286.86,No
8471-JLOE,Female,0,Yes,No,15,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,64.27,7646.79,No
9816-DXMP,Female,1,No,Yes,61,Yes,No,No,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Electronic check,39.46,4133.74,No
9032-AGUW,Male,0,No,No,38,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,48.85,2404.45,No
9383-YRQW,Female,1,Yes,Yes,71,No,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,101.8,5475.57,Yes
6149-RBEM,Female,0,Yes,Yes,24,No,No,No,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,22.96,6101.72,Yes
5637-DYRX,Female,0,Yes,No,58,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,101.07,2349.09,Yes
2739-SQTD,Female,1,Yes,Yes,15,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.6,8215.68,Yes
9366-RYFN,Female,0,No,Yes,65,No,No phone service,No,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,55.32,899.32,Yes
3458-LVFD,Male,0,Yes,No,31,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,63.52,3535.08,No
8066-PBEY,Female,1,Yes,Yes,26,No,Yes,No,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Electronic check,74.98,6220.75,No
0018-VFHK,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.64,647.25,No
4668-JSPQ,Female,1,Yes,Yes,60,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),55.81,6917.43,No
5472-IDQK,Male,1,Yes,No,52,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.54,6989.66,Yes
2898-LZDD,Male,1,No,No,66,No,No phone service,No,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Bank transfer (automatic),89.82,1449.74,No
6826-SCQP,Female,0,No,Yes,13,No,No,Fiber optic,Yes,Yes,No,No internet service,No,No,Two year,No,Credit card (automatic),81.67,104.52,Yes
8063-CTIR,Male,0,No,No,45,No,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,20.01,3970.58,No
6373-CWWK,Female,1,Yes,Yes,66,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),98.62,4193.72,No
4612-LPTP,Female,0,Yes,No,20,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),29.98,5508.16,No
4167-TPRS,Female,1,Yes,No,21,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,60.24,4771.28,Yes
5956-GOHQ,Female,1,No,Yes,5,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,Two year,No,Bank transfer (automatic),37.54,3469.03,Yes
4761-TSSY,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),31.91,2077.28,Yes
2399-XNTH,Female,1,No,No,57,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,111.26,8029.97,Yes
6449-IKGM,Female,1,Yes,Yes,32,Yes,No,DSL,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,79.78,5986.29,Yes
2571-DNSJ,Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Electronic check,99.03,3870.94,Yes
1500-PBYS,Female,0,Yes,Yes,61,Yes,No phone service,No,No,No,No,Yes,No internet service,No,Two year,Yes,Mailed check,20.15,1959.18,Yes
2569-TBJH,Male,0,No,No,22,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.31,1373.12,Yes
6615-EYSI,Male,1,No,No,55,No,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,67.94,4965.55,No
2285-YIEE,Female,1,Yes,Yes,68,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),118.24,8549.53,Yes
8481-GOMT,Male,1,Yes,No,49,No,No phone service,DSL,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),69.62,41.23,Yes
2476-PSVU,Female,1,No,No,16,Yes,No,No,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),83.69,5968.7,No
1992-DGYZ,Male,0,No,Yes,15,No,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),111.26,6400.08,No
7431-BSWL,Female,1,Yes,No,19,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Mailed check,55.03,5762.44,Yes
6741-WWRF,Male,0,No,Yes,62,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),61.92,7720.93,Yes
5154-YVLK,Male,1,No,No,72,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),113.37,6399.09,Yes
